"Year","Month","Day","Period","G1","G2"
2030,1,7,22,0.844429992,0.342558896
2030,1,7,23,0.891171351,0.432386864
2030,1,8,0,0.43654454,0.014758578
2030,1,8,1,0.404039248,0.256590891
2030,1,8,2,0.463357575,0.193717669
2030,1,8,3,0.46331016,0.201167425
2030,1,8,4,0.514126358,0.141082335
2030,1,8,5,0.37347566,0.972246221
2030,1,8,6,0.767821049,0.475256686
2030,1,8,7,0.881397206,0.421160322
2030,1,8,8,0.412497752,0.978028829
2030,1,8,9,0.652623569,0.773393887
2030,1,8,10,0.66025731,0.212213728
2030,1,8,11,0.12706049,0.60017829
2030,1,8,12,0.624916795,0.454778845
2030,1,8,13,0.619231089,0.050054166
2030,1,8,14,0.673916998,0.892867737
2030,1,8,15,0.130442847,0.162466299
2030,1,8,16,0.066271538,0.856021371
2030,1,8,17,0.733792577,0.030336131
2030,1,8,18,0.422539811,0.756736538
2030,1,8,19,0.527204297,0.106748021
2030,1,8,20,0.372877586,0.85991416
2030,1,8,21,0.466733637,0.69812375
2030,1,8,22,0.79966463,0.523403218
2030,1,8,23,0.1644587,0.757355085
2030,1,9,0,0.937507649,0.525797691
2030,1,9,1,0.116062359,0.867563574
2030,1,9,2,0.255166841,0.489725929
2030,1,9,3,0.42233924,0.852190342
2030,1,9,4,0.868754505,0.597423057
2030,1,9,5,0.609660321,0.308298088
2030,1,9,6,0.216782023,0.483927776
2030,1,9,7,0.66257134,0.93452963
2030,1,9,8,0.947871019,0.525002687
2030,1,9,9,0.760514913,0.808378135
2030,1,9,10,0.59250963,0.435940546
2030,1,9,11,0.675776696,0.10784666
2030,1,9,12,0.443302742,0.51989903
2030,1,9,13,0.142382573,0.72594561
2030,1,9,14,0.954720368,0.279067452
2030,1,9,15,0.17559113,0.497023649
2030,1,9,16,0.536389538,0.637298512
2030,1,9,17,0.16705796,0.120373175
2030,1,9,18,0.793057817,0.233444255
2030,1,9,19,0.566913938,0.00146645
2030,1,9,20,0.255652218,0.316345982
2030,1,9,21,0.847632761,0.149427742
2030,1,9,22,0.428572735,0.064148794
2030,1,9,23,0.63899506,0.876018007
2030,1,10,0,0.277012743,0.545815164
2030,1,10,1,0.11383906,0.387917101
2030,1,10,2,0.473364316,0.872830556
2030,1,10,3,0.405367869,0.769250266
2030,1,10,4,0.00682769,0.966707801
2030,1,10,5,0.277758652,0.987572844
2030,1,10,6,0.007921998,0.704237672
2030,1,10,7,0.83772963,0.742045349
2030,1,10,8,0.806712219,0.546206236
2030,1,10,9,0.920625843,0.239931791
2030,1,10,10,0.050237002,0.459559834
2030,1,10,11,0.484176665,0.53370204
2030,1,10,12,0.592018117,0.960909245
2030,1,10,13,0.304254043,0.2701179
2030,1,10,14,0.716290666,0.389203097
2030,1,10,15,0.355249818,0.053485964
2030,1,10,16,0.949078419,0.75311029
2030,1,10,17,0.100075629,0.4182175
2030,1,10,18,0.150882575,0.544997594
2030,1,10,19,0.282909185,0.077229187
2030,1,10,20,0.022446098,0.996523945
2030,1,10,21,0.765739268,0.289676864
2030,1,10,22,0.267616553,0.312978815
2030,1,10,23,0.629482276,0.573893814
2030,1,11,0,0.513128064,0.121456743
2030,1,11,1,0.298447382,0.723335393
2030,1,11,2,0.720334181,0.587890588
2030,1,11,3,0.814240409,0.277041962
2030,1,11,4,0.918914674,0.74518453
2030,1,11,5,0.769894165,0.296495962
2030,1,11,6,0.280246066,0.772022305
2030,1,11,7,0.476708694,0.624124477
2030,1,11,8,0.895517619,0.53419327
2030,1,11,9,0.198373503,0.595210046
2030,1,11,10,0.904158421,0.372104196
2030,1,11,11,0.956622508,0.380104501
2030,1,11,12,0.963260699,0.488967245
2030,1,11,13,0.034109687,0.428069932
2030,1,11,14,0.355837939,0.62968184
2030,1,11,15,0.200306282,0.341945137
2030,1,11,16,0.012143628,0.804908021
2030,1,11,17,0.046447184,0.820902318
2030,1,11,18,0.11730157,0.700387678
2030,1,11,19,0.598905603,0.216287245
2030,1,11,20,0.754168559,0.085874062
2030,1,11,21,0.123927471,0.920614493
2030,1,11,22,0.282235456,0.677549309
2030,1,11,23,0.045142582,0.987495296
2030,1,12,0,0.684621668,0.579394606
2030,1,12,1,0.00670183,0.751994584
2030,1,12,2,0.333251858,0.175755349
2030,1,12,3,0.477310293,0.51166282
2030,1,12,4,0.051068413,0.520045794
2030,1,12,5,0.234088192,0.976016941
2030,1,12,6,0.998857734,0.479343153
2030,1,12,7,0.12104526,0.85863623
2030,1,12,8,0.235892731,0.000731286
2030,1,12,9,0.583314401,0.619455492
2030,1,12,10,0.794824482,0.33850817
2030,1,12,11,0.145959032,0.682561024
2030,1,12,12,0.034885784,0.187868395
2030,1,12,13,0.866779169,0.644866112
2030,1,12,14,0.823976962,0.256348721
2030,1,12,15,0.480802565,0.425358035
2030,1,12,16,0.139639738,0.376883875
2030,1,12,17,0.0767825,0.262858408
2030,1,12,18,0.056117584,0.008430992
2030,1,12,19,0.697920588,0.277568929
2030,1,12,20,0.921228644,0.208518888
2030,1,12,21,0.187277054,0.605085199
2030,1,12,22,0.579983495,0.550365745
2030,1,12,23,0.657612387,0.885732595
2030,1,13,0,0.419357955,0.054869809
2030,1,13,1,0.426327292,0.839098061
2030,1,13,2,0.718489037,0.452682718
2030,1,13,3,0.758895959,0.14037482
2030,1,13,4,0.871239795,0.42846717
2030,1,13,5,0.370304519,0.02788872
2030,1,13,6,0.965207917,0.189445763
2030,1,13,7,0.25074992,0.041363376
2030,1,13,8,0.158709959,0.78834643
2030,1,13,9,0.812389014,0.523080098
2030,1,13,10,0.827147759,0.936339855
2030,1,13,11,0.200226406,0.460599185
2030,1,13,12,0.313170389,0.692255928
2030,1,13,13,0.069117637,0.391615444
2030,1,13,14,0.331230702,0.182540696
2030,1,13,15,0.393428067,0.877360098
2030,1,13,16,0.40107026,0.211184167
2030,1,13,17,0.922279809,0.741890076
2030,1,13,18,0.289704862,0.686148003
2030,1,13,19,0.871551462,0.989019214
2030,1,13,20,0.496467254,0.107323217
2030,1,13,21,0.723354537,0.813744805
2030,1,13,22,0.757843998,0.403276802
2030,1,13,23,0.521956395,0.615952284
2030,1,14,0,0.482546075,0.955801229
2030,1,14,1,0.724826084,0.090613106
2030,1,14,2,0.176433922,0.834690727
2030,1,14,3,0.209707552,0.043191068
2030,1,14,4,0.13981019,0.178805193
2030,1,14,5,0.213202996,0.926328521
2030,1,14,6,0.255067231,0.309323143
2030,1,14,7,0.048864246,0.649654071
2030,1,14,8,0.495819167,0.538282719
2030,1,14,9,0.49780231,0.351725491
2030,1,14,10,0.970657706,0.441556997
2030,1,14,11,0.957156519,0.460336233
2030,1,14,12,0.000388261,0.347971156
2030,1,14,13,0.197819068,0.225415558
2030,1,14,14,0.835485344,0.165357284
2030,1,14,15,0.672459912,0.596763185
2030,1,14,16,0.556838389,0.041329665
2030,1,14,17,0.235615641,0.175148861
2030,1,14,18,0.125662026,0.665162156
2030,1,14,19,0.169928975,0.344887251
2030,1,14,20,0.770154429,0.852760937
2030,1,14,21,0.790330127,0.939036121
2030,1,14,22,0.250150723,0.497972994
2030,1,14,23,0.345833546,0.622484024
2030,1,15,0,0.069608362,0.214426469
2030,1,15,1,0.889659973,0.616304156
2030,1,15,2,0.633606981,0.712075041
2030,1,15,3,0.042686761,0.573678115
2030,1,15,4,0.794348571,0.184701496
2030,1,15,5,0.062067866,0.341444251
2030,1,15,6,0.447479669,0.510749739
2030,1,15,7,0.442576742,0.658808247
2030,1,15,8,0.914962925,0.588763957
2030,1,15,9,0.727871779,0.115943253
2030,1,15,10,0.042293218,0.849912795
2030,1,15,11,0.736682493,0.405945339
2030,1,15,12,0.811703116,0.996922959
2030,1,15,13,0.581676591,0.859516597
2030,1,15,14,0.146019001,0.867768174
2030,1,15,15,0.604913843,0.394947552
2030,1,15,16,0.174830651,0.422537269
2030,1,15,17,0.061180512,0.413096523
2030,1,15,18,0.16446268,0.447598848
2030,1,15,19,0.408533569,0.096343736
2030,1,15,20,0.598331059,0.878895583
2030,1,15,21,0.582844406,0.211640235
2030,1,15,22,0.725994941,0.267685309
2030,1,15,23,0.021838225,0.678099009
2030,1,16,0,0.822529738,0.081930351
2030,1,16,1,0.860222823,0.501676526
2030,1,16,2,0.382955931,0.629903131
2030,1,16,3,0.314453218,0.603309656
2030,1,16,4,0.488068583,0.377783421
2030,1,16,5,0.248108611,0.771777177
2030,1,16,6,0.852121543,0.356988579
2030,1,16,7,0.989300587,0.554121032
2030,1,16,8,0.2859294,0.380741813
2030,1,16,9,0.438004238,0.268617695
2030,1,16,10,0.111192354,0.19201534
2030,1,16,11,0.515583721,0.336469976
2030,1,16,12,0.470737222,0.614403705
2030,1,16,13,0.435314415,0.506765008
2030,1,16,14,0.546979836,0.704445611
2030,1,16,15,0.858216321,0.37693018
2030,1,16,16,0.680082105,0.845154897
2030,1,16,17,0.007168593,0.84265646
2030,1,16,18,0.910367993,0.715363896
2030,1,16,19,0.00681402,0.516809733
2030,1,16,20,0.3638283,0.068406874
2030,1,16,21,0.394527263,0.950377197
2030,1,16,22,0.046471825,0.92665864
2030,1,16,23,0.949918878,0.051361273
2030,1,17,0,0.300279724,0.501128693
2030,1,17,1,0.10620277,0.852366623
2030,1,17,2,0.995180575,0.908383127
2030,1,17,3,0.122277533,0.889916782
2030,1,17,4,0.436868286,0.193043833
2030,1,17,5,0.261079687,0.988305642
2030,1,17,6,0.687087619,0.843363583
2030,1,17,7,0.685485364,0.972982719
2030,1,17,8,0.96657319,0.316524915
2030,1,17,9,0.979250643,0.494494869
2030,1,17,10,0.080400396,0.522448605
2030,1,17,11,0.965264966,0.947545958
2030,1,17,12,0.138917423,0.394304132
2030,1,17,13,0.181533618,0.831494007
2030,1,17,14,0.030493927,0.969230177
2030,1,17,15,0.240650848,0.613741887
2030,1,17,16,0.808619117,0.835756976
2030,1,17,17,0.568436027,0.784397631
2030,1,17,18,0.97516769,0.552640987
2030,1,17,19,0.514871477,0.881656161
2030,1,17,20,0.440949162,0.366591549
2030,1,17,21,0.406334029,0.722189977
2030,1,17,22,0.638478433,0.079218136
2030,1,17,23,0.956085018,0.890153662
2030,1,18,0,0.007464737,0.178449052
2030,1,18,1,0.509431938,0.079102848
2030,1,18,2,0.572645462,0.935214223
2030,1,18,3,0.761649378,0.53921062
2030,1,18,4,0.072582688,0.453143159
2030,1,18,5,0.749751869,0.465091513
2030,1,18,6,0.031095554,0.564592419
2030,1,18,7,0.785166025,0.638763446
2030,1,18,8,0.980329485,0.452926707
2030,1,18,9,0.822885891,0.459207854
2030,1,18,10,0.99123286,0.639706969
2030,1,18,11,0.435767771,0.333591534
2030,1,18,12,0.594608919,0.8441242
2030,1,18,13,0.234805604,0.423476325
2030,1,18,14,0.882486675,0.54070554
2030,1,18,15,0.943711459,0.785030701
2030,1,18,16,0.205879112,0.771903725
2030,1,18,17,0.406750852,0.919607482
2030,1,18,18,0.234595782,0.299915461
2030,1,18,19,0.604240042,0.079523283
2030,1,18,20,0.640819585,0.529195592
2030,1,18,21,0.998580767,0.668946689
2030,1,18,22,0.739414576,0.395195203
2030,1,18,23,0.276401521,0.294308937
2030,1,19,0,0.321936777,0.787985743
2030,1,19,1,0.720773037,0.37062368
2030,1,19,2,0.814096581,0.477232709
2030,1,19,3,0.923134733,0.00252585
2030,1,19,4,0.459344944,0.533586785
2030,1,19,5,0.474501646,0.107894087
2030,1,19,6,0.675973094,0.226433094
2030,1,19,7,0.179061204,0.976897125
2030,1,19,8,0.850521756,0.583747274
2030,1,19,9,0.112639038,0.534563312
2030,1,19,10,0.845307381,0.996653087
2030,1,19,11,0.260574562,0.113154097
2030,1,19,12,0.776170203,0.509194694
2030,1,19,13,0.942093403,0.164621921
2030,1,19,14,0.048926301,0.480183093
2030,1,19,15,0.166745791,0.868326763
2030,1,19,16,0.825556217,0.892161244
2030,1,19,17,0.368324108,0.59700836
2030,1,19,18,0.322123113,0.350818666
2030,1,19,19,0.196279714,0.022404991
2030,1,19,20,0.548893266,0.492597011
2030,1,19,21,0.636079099,0.59278237
2030,1,19,22,0.927665078,0.197355429
2030,1,19,23,0.664706697,0.901480514
2030,1,20,0,0.408888673,0.129308287
2030,1,20,1,0.974981862,0.368878841
2030,1,20,2,0.330355683,0.515235125
2030,1,20,3,0.80843064,0.099307322
2030,1,20,4,0.215903506,0.77968573
2030,1,20,5,0.214859828,0.514243267
2030,1,20,6,0.682966009,0.592512312
2030,1,20,7,0.693651632,0.935721496
2030,1,20,8,0.726641544,0.502691246
2030,1,20,9,0.862861843,0.725721377
2030,1,20,10,0.37033897,0.683456574
2030,1,20,11,0.622137628,0.258984583
2030,1,20,12,0.306958593,0.693959681
2030,1,20,13,0.51533613,0.214308403
2030,1,20,14,0.49587785,0.448711828
2030,1,20,15,0.679995594,0.424420093
2030,1,20,16,0.914011639,0.825886106
2030,1,20,17,0.976262926,0.864737463
2030,1,20,18,0.634967207,0.245465808
2030,1,20,19,0.579736089,0.999150844
2030,1,20,20,0.088079264,0.855377912
2030,1,20,21,0.319102704,0.082666361
2030,1,20,22,0.14559573,0.596891797
2030,1,20,23,0.111279379,0.848305253
2030,1,21,0,0.154141799,0.601413055
2030,1,21,1,0.615947915,0.780935524
2030,1,21,2,0.083010223,0.575161769
2030,1,21,3,0.002447402,0.262615675
2030,1,21,4,0.652979489,0.344778384
2030,1,21,5,0.93558019,0.970590409
2030,1,21,6,0.59193605,0.837614304
2030,1,21,7,0.178591766,0.624497545
2030,1,21,8,0.364735802,0.723230317
2030,1,21,9,0.078445058,0.13613944
2030,1,21,10,0.217980519,0.798580472
2030,1,21,11,0.867504935,0.662768322
2030,1,21,12,0.477581081,0.356258686
2030,1,21,13,0.652910927,0.410160344
2030,1,21,14,0.621080051,0.3208963
2030,1,21,15,0.599148135,0.740469304
2030,1,21,16,0.595913669,0.637449863
2030,1,21,17,0.695948647,0.472194743
2030,1,21,18,0.744986501,0.113160425
2030,1,21,19,0.407090999,0.838428167
2030,1,21,20,0.270077483,0.844817726
2030,1,21,21,0.19343494,0.901246386
2030,1,21,22,0.256593346,0.066632113
2030,1,21,23,0.328202538,0.866269561
2030,1,22,0,0.744879857,0.341622041
2030,1,22,1,0.420088793,0.997450745
2030,1,22,2,0.823201084,0.856324457
2030,1,22,3,0.457388102,0.981522959
2030,1,22,4,0.625262324,0.153977046
2030,1,22,5,0.62414902,0.793482419
2030,1,22,6,0.961758597,0.167721469
2030,1,22,7,0.963886745,0.335858845
2030,1,22,8,0.989325029,0.980050613
2030,1,22,9,0.846686448,0.362962291
2030,1,22,10,0.218518554,0.542973275
2030,1,22,11,0.34876444,0.732471967
2030,1,22,12,0.580020481,0.809147831
2030,1,22,13,0.054627047,0.781146737
2030,1,22,14,0.334075013,0.679107781
2030,1,22,15,0.09899256,0.905913111
2030,1,22,16,0.512335598,0.326252765
2030,1,22,17,0.636513023,0.137420046
2030,1,22,18,0.565533385,0.335361556
2030,1,22,19,0.51407884,0.868114316
2030,1,22,20,0.322320067,0.25061943
2030,1,22,21,0.655374392,0.014759076
2030,1,22,22,0.249836825,0.786193087
2030,1,22,23,0.214055461,0.024685366
2030,1,23,0,0.817372412,0.017296431
2030,1,23,1,0.256900555,0.889145903
2030,1,23,2,0.242231666,0.384509198
2030,1,23,3,0.649576209,0.664666052
2030,1,23,4,0.00759568,0.014861115
2030,1,23,5,0.512874498,0.099717736
2030,1,23,6,0.329039455,0.2949676
2030,1,23,7,0.126194682,0.034622013
2030,1,23,8,0.318033872,0.394477738
2030,1,23,9,0.260376816,0.668942591
2030,1,23,10,0.135942417,0.87627704
2030,1,23,11,0.283325031,0.15350205
2030,1,23,12,0.376046695,0.912146287
2030,1,23,13,0.934198257,0.779627122
2030,1,23,14,0.11206285,0.770941584
2030,1,23,15,0.923084139,0.928999527
2030,1,23,16,0.562154764,0.473057109
2030,1,23,17,0.057837143,0.829076002
2030,1,23,18,0.821652346,0.317429499
2030,1,23,19,0.395956619,0.587970993
2030,1,23,20,0.974440712,0.138818626
2030,1,23,21,0.183809269,0.377547581
2030,1,23,22,0.786781824,0.760092166
2030,1,23,23,0.357848207,0.601720914
2030,1,24,0,0.389293639,0.433425767
2030,1,24,1,0.054846102,0.045227446
2030,1,24,2,0.140267485,0.346445594
2030,1,24,3,0.895935313,0.259718742
2030,1,24,4,0.997879096,0.844540757
2030,1,24,5,0.114620697,0.670514241
2030,1,24,6,0.82497933,0.32098472
2030,1,24,7,0.540250806,0.654540353
2030,1,24,8,0.544012163,0.627613491
2030,1,24,9,0.203850847,0.465883671
2030,1,24,10,0.382698545,0.483570234
2030,1,24,11,0.41474129,0.180565837
2030,1,24,12,0.617044905,0.920142065
2030,1,24,13,0.131943226,0.147350532
2030,1,24,14,0.642702639,0.714292513
2030,1,24,15,0.918258277,0.5837075
2030,1,24,16,0.469064484,0.670317882
2030,1,24,17,0.552707587,0.053992001
2030,1,24,18,0.298918822,0.514838678
2030,1,24,19,0.346292269,0.870366558
2030,1,24,20,0.525307767,0.433234765
2030,1,24,21,0.243637504,0.895665029
2030,1,24,22,0.52683593,0.909110045
2030,1,24,23,0.690935199,0.706515883
2030,1,25,0,0.019487145,0.809587797
2030,1,25,1,0.008571792,0.339700953
2030,1,25,2,0.992394035,0.034120459
2030,1,25,3,0.366593851,0.583824595
2030,1,25,4,0.78638665,0.111824868
2030,1,25,5,0.25062927,0.061947484
2030,1,25,6,0.81298372,0.395496152
2030,1,25,7,0.531136391,0.822391013
2030,1,25,8,0.983202032,0.69674461
2030,1,25,9,0.837229068,0.967272275
2030,1,25,10,0.834893619,0.691547392
2030,1,25,11,0.663941557,0.965019651
2030,1,25,12,0.793148361,0.268064203
2030,1,25,13,0.740024482,0.654064605
2030,1,25,14,0.119797929,0.142044521
2030,1,25,15,0.937242695,0.26942019
2030,1,25,16,0.503550153,0.997526351
2030,1,25,17,0.709540105,0.514022076
2030,1,25,18,0.666257654,0.561571724
2030,1,25,19,0.377291593,0.718962172
2030,1,25,20,0.715925948,0.795880623
2030,1,25,21,0.132405497,0.661103254
2030,1,25,22,0.469064856,0.753548586
2030,1,25,23,0.425617311,0.274859975
2030,1,26,0,0.929850105,0.611786714
2030,1,26,1,0.249879199,0.434455582
2030,1,26,2,0.687557659,0.740517745
2030,1,26,3,0.888759443,0.354798122
2030,1,26,4,0.326411174,0.376803312
2030,1,26,5,0.213210006,0.672439863
2030,1,26,6,0.430707574,0.155593411
2030,1,26,7,0.899772166,0.123088453
2030,1,26,8,0.543221978,0.863448971
2030,1,26,9,0.22937018,0.709849864
2030,1,26,10,0.652311187,0.236930151
2030,1,26,11,0.97731842,0.908565951
2030,1,26,12,0.971504337,0.584164492
2030,1,26,13,0.726180336,0.344493951
2030,1,26,14,0.311022257,0.96932348
2030,1,26,15,0.340440484,0.050545944
2030,1,26,16,0.996406963,0.745701642
2030,1,26,17,0.924154698,0.845704486
2030,1,26,18,0.84431249,0.400432682
2030,1,26,19,0.617514182,0.833662598
2030,1,26,20,0.427247074,0.607796033
2030,1,26,21,0.346040467,0.6039398
2030,1,26,22,0.027080539,0.40465335
2030,1,26,23,0.506502819,0.391976783
2030,1,27,0,0.247264716,0.918746427
2030,1,27,1,0.197812389,0.309216886
2030,1,27,2,0.004999355,0.075167367
2030,1,27,3,0.456428522,0.678649692
2030,1,27,4,0.334919073,0.820135309
2030,1,27,5,0.845375953,0.775033209
2030,1,27,6,0.991455474,0.34305503
2030,1,27,7,0.382631081,0.814320641
2030,1,27,8,0.162062888,0.2394217
2030,1,27,9,0.271462113,0.617678652
2030,1,27,10,0.320686067,0.950908253
2030,1,27,11,0.885858085,0.444611983
2030,1,27,12,0.55262891,0.825697883
2030,1,27,13,0.9517791,0.838658639
2030,1,27,14,0.436265237,0.054852668
2030,1,27,15,0.687676895,0.182014446
2030,1,27,16,0.463770132,0.464348364
2030,1,27,17,0.768967056,0.673953001
2030,1,27,18,0.875282415,0.830352014
2030,1,27,19,0.066002896,0.7074618
2030,1,27,20,0.175836863,0.505345594
2030,1,27,21,0.232680766,0.804229655
2030,1,27,22,0.44918469,0.328068036
2030,1,27,23,0.181979557,0.98703849
2030,1,28,0,0.733278397,0.84561315
2030,1,28,1,0.28364873,0.571418479
2030,1,28,2,0.629298382,0.415523474
2030,1,28,3,0.202520263,0.451682651
2030,1,28,4,0.593926768,0.557634479
2030,1,28,5,0.041447203,0.817695448
2030,1,28,6,0.809100756,0.059198331
2030,1,28,7,0.126554947,0.015774814
2030,1,28,8,0.597718891,0.731630462
2030,1,28,9,0.80821014,0.766661809
2030,1,28,10,0.957325516,0.336868402
2030,1,28,11,0.416804631,0.977817637
2030,1,28,12,0.092531705,0.218921329
2030,1,28,13,0.64216278,0.174269007
2030,1,28,14,0.501473933,0.693303383
2030,1,28,15,0.49838291,0.084512559
